id;;det;;word;;definition;;rank
n-spa-2125;;el;;mango;;handle, mango;;4256
n-spa-2126;;el;;rosario;;rosary, beads, string;;4258
n-spa-2127;;la;;reconstrucción;;reconstruction;;4259
n-spa-2128;;la;;parroquia;;parish;;4260
n-spa-2129;;el;;o la comprador(a);;buyer;;4266
n-spa-2130;;la;;piedad;;piety;;4267
n-spa-2131;;la;;niebla;;fog;;4274
n-spa-2132;;el;;verbo;;verb;;4278
n-spa-2133;;la;;cadera;;hip;;4279
n-spa-2134;;la;;procesión;;procession;;4280
n-spa-2135;;la;;encuesta;;poll, survey, inquiry;;4281
n-spa-2136;;la;;cría;;breeding, raising;;4282
n-spa-2137;;la;;narración;;narration, account;;4283
n-spa-2138;;el;;ramo;;bunch (of ﬂowers), branch;;4284
n-spa-2139;;el;;o la traidor;;traitor;;4286
n-spa-2140;;el;;catálogo;;catalog;;4287
n-spa-2141;;el;;protector;;protector, defender;;4288
n-spa-2142;;el;;amparo;;protection, shelter;;4289
n-spa-2143;;la;;farmacia;;pharmacy, drugstore;;4290
n-spa-2144;;la;;cima;;summit, peak, top;;4291
n-spa-2145;;el;;riñón;;kidney;;4292
n-spa-2146;;la;;ﬁnca;;property, estate;;4294
n-spa-2147;;la;;caliﬁcación;;evaluation, qualiﬁcation;;4295
n-spa-2148;;el;;caudal;;water flow, volume, or level;;4296
n-spa-2149;;el;;trastorno;;confusion, trouble, upheaval;;4298
n-spa-2150;;el;;jovencito;;young person;;4300
n-spa-2151;;la;;incorporación;;inclusion, incorporation;;4301
n-spa-2152;;el;;corral;;corral, yard;;4302
n-spa-2153;;la;;fatiga;;fatigue;;4303
n-spa-2154;;la;;bruja;;witch, hag;;4305
n-spa-2155;;la;;exploración;;exploration;;4306
n-spa-2156;;la;;ilustración;;illustration;;4309
n-spa-2157;;el;;o la cómplice;;accomplice;;4310
n-spa-2158;;la;;melodía;;melody;;4311
n-spa-2159;;el;;o la productor(a);;producer;;4312
n-spa-2160;;el;;portero;;porter, doorkeeper, goalkeeper;;4315
n-spa-2161;;el;;conejo;;rabbit;;4316
n-spa-2162;;la;;densidad;;density, thickness;;4318
n-spa-2163;;la;;apuesta;;wager, bet;;4320
n-spa-2164;;la;;nacionalidad;;nationality;;4321
n-spa-2165;;el;;mozo;;waiter, youth, bellboy;;4324
n-spa-2166;;el;;cuerno;;horn, antler;;4326
n-spa-2167;;la;;talla;;clothing size, stature;;4330
n-spa-2168;;el;;comisario;;commissioner, delegate;;4332
n-spa-2169;;el;;acercamiento;;approach, approximation;;4334
n-spa-2170;;el;;contorno;;outline, perimeter, edge;;4339
n-spa-2171;;el;;egoísmo;;selﬁshness;;4340
n-spa-2172;;el;;bordo;;side of a ship;;4341
n-spa-2173;;la;;compensación;;compensation;;4342
n-spa-2174;;la;;prohibición;;prohibition;;4343
n-spa-2175;;el;;laberinto;;maze, labyrinth;;4348
n-spa-2176;;la;;eternidad;;eternity;;4352
n-spa-2177;;la;;pastilla;;pill, capsule;;4354
n-spa-2178;;la;;mierda;;shit, crap, excrement;;4355
n-spa-2179;;la;;contienda;;contest, dispute;;4356
n-spa-2180;;el;;chorro;;stream, jet, spurt;;4361
n-spa-2181;;el;;clavo;;nail, tack, peg;;4363
n-spa-2182;;la;;sequía;;drought;;4364
n-spa-2183;;la;;dinámica;;dynamics;;4365
n-spa-2184;;el;;ocio;;leisure, leisure time;;4366
n-spa-2185;;la;;normalidad;;normality;;4367
n-spa-2186;;la;;resonancia;;resonance, repercussion;;4369
n-spa-2187;;la;;chaqueta;;jacket;;4372
n-spa-2188;;el;;asco;;disgust;;4375
n-spa-2189;;el;;pleito;;litigation, suit, dispute;;4378
n-spa-2190;;la;;sencillez;;simplicity;;4380
n-spa-2191;;la;;estupidez;;stupidity, stupid thing;;4382
n-spa-2192;;el;;o la senador(a);;senator;;4386
n-spa-2193;;el;;rencor;;rancor, resentfulness;;4387
n-spa-2194;;la;;probabilidad;;probability;;4393
n-spa-2195;;el;;gobernante;;ruler, leader;;4396
n-spa-2196;;la;;merced;;favor, mercy;;4397
n-spa-2197;;la;;tonelada;;ton;;4399
n-spa-2198;;el;;o la rebelde;;rebel;;4400
n-spa-2199;;el;;anhelo;;longing, yearning;;4401
n-spa-2200;;la;;princesa;;princess;;4402
n-spa-2201;;la;;embajada;;embassy;;4404
n-spa-2202;;la;;amargura;;bitterness, sorrow;;4408
n-spa-2203;;la;;validez;;validity;;4410
n-spa-2204;;el;;tacto;;sense of touch, feel;;4411
n-spa-2205;;el;;codo;;elbow;;4412
n-spa-2206;;la;;chimenea;;chimney, ﬁreplace;;4415
n-spa-2207;;el;;abanico;;range, handheld fan;;4422
n-spa-2208;;la;;camiseta;;T-shirt;;4427
n-spa-2209;;la;;corteza;;bark, crust, rind, peel;;4430
n-spa-2210;;la;;cordillera;;mountain range;;4432
n-spa-2211;;la;;longitud;;length, longitude;;4434
n-spa-2212;;la;;psicología;;psychology;;4437
n-spa-2213;;la;;exageración;;exaggeration;;4442
n-spa-2214;;la;;apreciación;;appreciation, assessment;;4443
n-spa-2215;;el;;estallido;;crash, outbreak, explosion;;4445
n-spa-2216;;el;;talón;;heel; check;;4447
n-spa-2217;;el;;colchón;;mattress;;4449
n-spa-2218;;el;;tinte;;dye; touch, hint, tinge;;4451
n-spa-2219;;la;;imprenta;;printing house;;4453
n-spa-2220;;el;;bastón;;cane, walking stick;;4454
n-spa-2221;;la;;humillación;;humiliation;;4456
n-spa-2222;;el;;trance;;trance, ﬁx, enrapture;;4457
n-spa-2223;;el;;volante;;steering wheel;;4458
n-spa-2224;;el;;reclamo;;decoy; advertising strategy;;4465
n-spa-2225;;el;;o la asesor(a);;consultant, advisor;;4466
n-spa-2226;;el;;o la novelista;;novelist;;4468
n-spa-2227;;el;;herido;;wounded person;;4469
n-spa-2228;;el;;grueso;;bulk, mass;;4474
n-spa-2229;;la;;grabación;;recording;;4476
n-spa-2230;;el;;frasco;;bottle, jar, ﬂask;;4477
n-spa-2231;;la;;verdura;;vegetables, greenery;;4480
n-spa-2232;;la;;violación;;violation, rape;;4481
n-spa-2233;;la;;innovación;;innovation;;4482
n-spa-2234;;la;;tertulia;;get-together, meeting of friends;;4483
n-spa-2235;;la;;carcajada;;hearty laughter, guffaw;;4484
n-spa-2236;;la;;cancha;;playing ﬁeld, court;;4485
n-spa-2237;;el;;aburrimiento;;boredom;;4488
n-spa-2238;;la;;exportación;;export, exportation;;4493
n-spa-2239;;la;;el tranvía;;trolley, tram, streetcar;;4502
n-spa-2240;;el;;cordón;;cord, yarn, braid;;4504
n-spa-2241;;la;;prioridad;;priority;;4505
n-spa-2242;;la;;modalidad;;mode, manner;;4506
n-spa-2243;;el;;desenlace;;outcome, result;;4507
n-spa-2244;;el;;bailarín;;dancer;;4508
n-spa-2245;;el;;artefacto;;artifact, device;;4509
n-spa-2246;;el;;trono;;throne;;4510
n-spa-2247;;el;;adjetivo;;adjective;;4511
n-spa-2248;;la;;gama;;range, musical scale;;4512
n-spa-2249;;el;;gabinete;;cabinet of ministers, office, study;;4514
n-spa-2250;;el;;peón;;unskilled laborer;;4519
n-spa-2251;;el;;o la inspector;;inspector;;4521
n-spa-2252;;la;;órbita;;orbit, socket, ﬁeld;;4522
n-spa-2253;;la;;autopista;;freeway, motorway;;4523
n-spa-2254;;la;;prosa;;prose;;4524
n-spa-2255;;el;;paréntesis;;parenthesis;;4525
n-spa-2256;;la;;fabricación;;manufacture, production;;4526
n-spa-2257;;la;;lesión;;injury, wound, harm;;4527
n-spa-2258;;la;;mejilla;;cheek;;4528
n-spa-2259;;el;;muelle;;dock, wharf;;4530
n-spa-2260;;el;;velo;;veil;;4531
n-spa-2261;;la;;decoración;;decoration;;4532
n-spa-2262;;el;;rancho;;ranch, farm;;4533
n-spa-2263;;la;;negociación;;negotiation;;4538
n-spa-2264;;la;;euforia;;euphoria, elation;;4539
n-spa-2265;;el;;convencimiento;;convincing;;4540
n-spa-2266;;el;;desconcierto;;disorder, chaos;;4543
n-spa-2267;;la;;economista;;economist;;4544
n-spa-2268;;la;;sobra;;excess, surplus, leftover;;4547
n-spa-2269;;la;;tasa;;rate, fee, levy;;4550
n-spa-2270;;la;;balanza;;balance, weight scale;;4551
n-spa-2271;;la;;factura;;invoice, bill;;4552
n-spa-2272;;la;;hormiga;;ant;;4553
n-spa-2273;;el;;oso;;bear;;4555
n-spa-2274;;el;;trazo;;line, stroke;;4556
n-spa-2275;;el;;gusano;;worm, caterpillar;;4559
n-spa-2276;;la;;manía;;obsession, mania;;4562
n-spa-2277;;la;;disculpa;;apology, excuse;;4563
n-spa-2278;;la;;metáfora;;metaphor;;4568
n-spa-2279;;la;;penetración;;penetration, insight;;4569
n-spa-2280;;el;;whisky;;whisky;;4571
n-spa-2281;;el;;delirio;;delirium, nonsense;;4574
n-spa-2282;;la;;librería;;bookstore;;4577
n-spa-2283;;la;;documentación;;documentation;;4578
n-spa-2284;;la;;decena;;ten things;;4580
n-spa-2285;;el;;tigre;;tiger;;4582
n-spa-2286;;la;;senda;;path, lane;;4585
n-spa-2287;;el;;temperamento;;temperament, personality;;4586
n-spa-2288;;la;;dicha;;fortune, happiness, luck;;4590
n-spa-2289;;la;;acta;;proceedings, meetings;;4592
n-spa-2290;;la;;cera;;wax;;4593
n-spa-2291;;el;;tanque;;tank;;4594
n-spa-2292;;la;;batería;;battery, gun deck;;4597
n-spa-2293;;la;;crema;;cream;;4598
n-spa-2294;;el;;entretenimiento;;entertainment;;4600
n-spa-2295;;la;;pala;;shovel;;4601
n-spa-2296;;la;;servidumbre;;staff of servants, servitude;;4602
n-spa-2297;;el;;psicólogo;;psychologist;;4604
n-spa-2298;;la;;actriz;;actress;;4606
n-spa-2299;;el;;burro;;donkey;;4610
n-spa-2300;;la;;procedencia;;origin, source;;4611
n-spa-2301;;el;;o la ﬁscal;;prosecutor;;4612
n-spa-2302;;el;;o la participante;;participant;;4616
n-spa-2303;;el;;rescate;;rescue; ransom;;4617
n-spa-2304;;el;;apuro;;trouble, predicament;;4618
n-spa-2305;;la;;cautela;;caution;;4621
n-spa-2306;;la;;táctica;;tactics, strategy;;4623
n-spa-2307;;el;;descuido;;neglect, oversight;;4624
n-spa-2308;;la;;matanza;;slaughter, carnage;;4626
n-spa-2309;;el;;escrito;;manuscript, writing;;4629
n-spa-2310;;la;;pinta;;appearance, look, aspect;;4630
n-spa-2311;;el;;caldo;;broth, soup;;4637
n-spa-2312;;la;;agonía;;agony, grief;;4638
n-spa-2313;;la;;tregua;;truce, rest;;4640
n-spa-2314;;el;;vestuario;;wardrobe, changing room;;4641
n-spa-2315;;la;;bodega;;cellar, pantry, warehouse;;4643
n-spa-2316;;la;;antena;;antenna;;4644
n-spa-2317;;la;;maldad;;malice, wickedness;;4646
n-spa-2318;;la;;obediencia;;obedience;;4647
n-spa-2319;;la;;ocurrencia;;idea, witty remark;;4648
n-spa-2320;;el;;complemento;;complement, supplement;;4650
n-spa-2321;;el;;o la editor(a);;editor, publisher;;4651
n-spa-2322;;el;;periodismo;;journalism;;4652
n-spa-2323;;la;;piscina;;swimming pool;;4653
n-spa-2324;;la;;inyección;;shot, injection;;4658
n-spa-2325;;el;;reproche;;reproach, criticism;;4660
n-spa-2326;;la;;consistencia;;consistency;;4661
n-spa-2327;;la;;nobleza;;nobility, uprightness;;4662
n-spa-2328;;la;;impotencia;;impotence;;4664
n-spa-2329;;la;;hostilidad;;hostility, enmity;;4667
n-spa-2330;;el;;medicamento;;medicine, drug;;4669
n-spa-2331;;la;;conspiración;;conspiracy;;4673
n-spa-2332;;la;;detención;;detention, arrest;;4675
n-spa-2333;;el;;autobús;;bus;;4676
n-spa-2334;;la;;destreza;;skill;;4679
n-spa-2335;;las;;entrañas;;insides, bowels;;4681
n-spa-2336;;la;;gratitud;;gratitude;;4682
n-spa-2337;;el;;editorial;;editorial article;;4685
n-spa-2338;;la;;editorial;;publisher;;4685
n-spa-2339;;el;;bicho;;bug, creature;;4687
n-spa-2340;;el;;martillo;;hammer;;4688
n-spa-2341;;la;;cooperación;;cooperation;;4690
n-spa-2342;;la;;elevación;;rise, elevation, increase;;4691
n-spa-2343;;el;;atentado;;terrorist attack, offense;;4692
n-spa-2344;;el;;puñado;;ﬁstful, small group;;4693
n-spa-2345;;la;;sirena;;siren, mermaid;;4696
n-spa-2346;;la;;espuma;;foam, lather;;4697
n-spa-2347;;el;;cirujano;;surgeon;;4698
n-spa-2348;;la;;vereda;;path, sidewalk;;4700
n-spa-2349;;la;;reivindicación;;claim, demand, redemption;;4702
n-spa-2350;;la;;infección;;infection;;4703
n-spa-2351;;el;;chiquillo;;kid, youngster;;4704
n-spa-2352;;la;;distracción;;distraction, amusement;;4705
n-spa-2353;;el;;ingrediente;;ingredient;;4708
n-spa-2354;;la;;pugna;;battle, struggle;;4712
n-spa-2355;;la;;torta;;cake;;4715
n-spa-2356;;el;;o la intérprete;;actor, singer;;4716
n-spa-2357;;la;;araña;;spider;;4717
n-spa-2358;;la;;facción;;facial feature, faction;;4718
n-spa-2359;;el;;diplomático;;diplomat;;4722
n-spa-2360;;la;;exhibición;;exhibition, showing;;4723
n-spa-2361;;el;;escaparate;;closet, wardrobe, kitchen cupboard, store window;;4725
n-spa-2362;;el;;sargento;;sergeant;;4727
n-spa-2363;;la;;estética;;aesthetics;;4730
n-spa-2364;;la;;caballería;;cavalry, knighthood;;4731
n-spa-2365;;el;;padrino;;godparent, sponsor;;4732
n-spa-2366;;la;;diversidad;;diversity, variety;;4733
n-spa-2367;;el;;banquete;;banquet, feast;;4734
n-spa-2368;;el;;o la gigante, giganta;;giant;;4738
n-spa-2369;;el;;pabellón;;pavilion;;4740
n-spa-2370;;la;;abeja;;bee;;4741
n-spa-2371;;el;;violín;;violin;;4745
n-spa-2372;;el;;astro;;star;;4746
n-spa-2373;;el;;o la dictador(a);;dictator;;4747
n-spa-2374;;el;;roce;;brush, touch, graze;;4748
n-spa-2375;;la;;prolongación;;extension;;4749
n-spa-2376;;el;;cráneo;;skull, cranium;;4750
n-spa-2377;;el;;agradecimiento;;gratitude;;4755
n-spa-2378;;la;;audacia;;boldness, audacity;;4757
n-spa-2379;;el;;cólera;;cholera;;4758
n-spa-2380;;la;;cólera;;rage;;4758
n-spa-2381;;la;;resignación;;resignation, acceptance;;4759
n-spa-2382;;la;;legislación;;legislation;;4760
n-spa-2383;;el;;caramelo;;piece of candy, caramel;;4762
n-spa-2384;;la;;pólvora;;gunpowder, powder;;4763
n-spa-2385;;el;;rol;;role, part;;4764
n-spa-2386;;la;;el idiota;;idiot, dunce;;4769
n-spa-2387;;la;;bahía;;bay;;4770
n-spa-2388;;la;;latitud;;latitude;;4771
n-spa-2389;;el;;buey;;ox;;4772
n-spa-2390;;el;;vaivén;;swinging of a swing; rocking of a boad;;4773
n-spa-2391;;la;;equivocación;;mistake, misconception;;4774
n-spa-2392;;el;;comunismo;;communism;;4775
n-spa-2393;;la;;partícula;;particle;;4776
n-spa-2394;;el;;intermedio;;means, interval;;4777
n-spa-2395;;la;;limosna;;alms, charity;;4779
n-spa-2396;;el;;equivalente;;equivalent;;4780
n-spa-2397;;la;;ﬂecha;;arrow, dart;;4781
n-spa-2398;;la;;desilusión;;disappointment, letdown;;4784
n-spa-2399;;el;;pato;;duck;;4786
n-spa-2400;;la;;grieta;;crack, opening, slit;;4788
n-spa-2401;;el;;jinete;;rider, horseman;;4789
n-spa-2402;;el;;agricultor;;farmer;;4794
n-spa-2403;;la;;garra;;claw, fang;;4795
n-spa-2404;;el;;soporte;;bracket, support;;4797
n-spa-2405;;la;;concurrencia;;audience, public, spectators; combination, coincidence;;4798
n-spa-2406;;la;;pirámide;;pyramid;;4799
n-spa-2407;;el;;fósforo;;match, match stick;;4803
n-spa-2408;;la;;profeta;;prophet;;4804
n-spa-2409;;el;;muslo;;thigh;;4807
n-spa-2410;;el;;retiro;;withdrawal, retreat;;4809
n-spa-2411;;el;;comando;;command, order;;4810
n-spa-2412;;la;;emisión;;broadcast, emission;;4812
n-spa-2413;;el;;tenor;;tenor;;4814
n-spa-2414;;la;;recompensa;;reward, recompense;;4815
n-spa-2415;;la;;complicidad;;complicity;;4816
n-spa-2416;;el;;recelo;;mistrust, suspicion;;4817
n-spa-2417;;la;;vibración;;vibration;;4818
n-spa-2418;;la;;restricción;;restriction;;4819
n-spa-2419;;la;;vara;;stick, rod;;4822
n-spa-2420;;la;;clientela;;customers, clients;;4823
n-spa-2421;;la;;soberanía;;sovereignty;;4824
n-spa-2422;;la;;frialdad;;coldness, indifference;;4827
n-spa-2423;;la;;inspección;;inspection;;4829
n-spa-2424;;las;;iniciales;;initials;;4830
n-spa-2425;;la;;incidencia;;ocurrence, impact;;4832
n-spa-2426;;el;;retroceso;;movement backwards;;4833
n-spa-2427;;el;;micrófono;;microphone;;4834
n-spa-2428;;la;;ventanilla;;office window, vehicle window;;4836
n-spa-2429;;la;;extinción;;extinction;;4838
n-spa-2430;;el;;inﬁnito;;inﬁnite, inﬁnity;;4839
n-spa-2431;;el;;campeón, la campeona;;champion;;4840
n-spa-2432;;el;;oxígeno;;oxygen;;4844
n-spa-2433;;la;;rigidez;;rigidity;;4845
n-spa-2434;;la;;despedida;;goodbye, farewell;;4848
n-spa-2435;;el;;encaje;;lace;;4850
n-spa-2436;;la;;repercusión;;repercussion, impact;;4852
n-spa-2437;;el;;o la ganador(a);;winner;;4855
n-spa-2438;;el;;emperador;;emperor;;4856
n-spa-2439;;el;;cometa;;comet;;4857
n-spa-2440;;la;;cometa;;kite;;4857
n-spa-2441;;el;;precedente;;precedent;;4858
n-spa-2442;;el;;mosaico;;mosaic;;4861
n-spa-2443;;la;;signiﬁcación;;meaning, signiﬁcance;;4862
n-spa-2444;;la;;contestación;;answer;;4863
n-spa-2445;;el;;asilo;;asylum, shelter;;4865
n-spa-2446;;el;;incremento;;increase, raise;;4866
n-spa-2447;;el;;lomo;;back, loin, spine;;4868
n-spa-2448;;la;;navegación;;navigation, shipping;;4870
n-spa-2449;;la;;ediﬁcación;;construction, building;;4871
n-spa-2450;;la;;abstracción;;abstraction;;4872
n-spa-2451;;el;;mortal;;mortal;;4879
n-spa-2452;;la;;cabina;;stall, cockpit, cabin;;4882
n-spa-2453;;el;;guerrero;;warrior, soldier;;4885
n-spa-2454;;la;;acera;;sidewalk;;4886
n-spa-2455;;el;;centavo;;cent;;4892
n-spa-2456;;el;;molino;;mill, windmill;;4893
n-spa-2457;;la;;decepción;;disappointment;;4895
n-spa-2458;;el;;ente;;being;;4898
n-spa-2459;;la;;inundación;;ﬂood, deluge;;4902
n-spa-2460;;la;;diligencia;;diligence;;4903
n-spa-2461;;la;;complejidad;;complexity;;4906
n-spa-2462;;la;;vecindad;;nearness, vicinity;;4910
n-spa-2463;;la;;cabra;;goat;;4912
n-spa-2464;;el;;olfato;;sense of smell;;4913
n-spa-2465;;la;;denominación;;name, denomination;;4914
n-spa-2466;;la;;envergadura;;breadth, expanse;;4916
n-spa-2467;;el;;o la admirador(a);;admirer;;4917
n-spa-2468;;el;;rebaño;;herd, ﬂock;;4919
n-spa-2469;;el;;vegetal;;plant, vegetable;;4921
n-spa-2470;;la;;ﬁera;;beast;;4923
n-spa-2471;;la;;olla;;pot, pan;;4927
n-spa-2472;;el;;coco;;coconut;;4929
n-spa-2473;;el;;sótano;;basement;;4930
n-spa-2474;;la;;agresividad;;aggressiveness;;4931
n-spa-2475;;la;;adhesión;;adherence;;4933
n-spa-2476;;la;;convención;;convention, assembly;;4934
n-spa-2477;;el;;paraje;;place, spot;;4935
n-spa-2478;;el;;cohete;;rocket;;4937
n-spa-2479;;la;;almohada;;pillow;;4939
n-spa-2480;;la;;eﬁciencia;;efﬁciency;;4940
n-spa-2481;;el;;tejado;;roof, housetop;;4944
n-spa-2482;;el;;elefante;;elephant;;4945
n-spa-2483;;la;;navaja;;knife, razor;;4947
n-spa-2484;;la;;maldición;;damnation, curse;;4948
n-spa-2485;;el;;marinero;;sailor;;4949
n-spa-2486;;el;;bachillerato;;high school diploma;;4950
n-spa-2487;;el;;desequilibrio;;imbalance, unsteadiness;;4953
n-spa-2488;;el;;desperdicio;;waste, refuse, garbage;;4957
n-spa-2489;;la;;ampliación;;enlargement, extension;;4959
n-spa-2490;;el;;recipiente;;container, recipient, tank;;4960
n-spa-2491;;el;;despliegue;;deployment, display;;4963
n-spa-2492;;la;;libra;;pound;;4964
n-spa-2493;;la;;incursión;;invasion, incursion;;4965
n-spa-2494;;la;;toalla;;towel;;4967
n-spa-2495;;el;;tenis;;tennis;;4968
n-spa-2496;;la;;descarga;;unloading, discharge;;4971
n-spa-2497;;la;;higiene;;hygiene;;4973
n-spa-2498;;la;;cuenca;;socket, basin, bowl;;4975
n-spa-2499;;la;;cal;;lime, whitewash;;4977
n-spa-2500;;el;;pionero;;pioneer;;4980
n-spa-2501;;el;;volcán;;volcano;;4981
n-spa-2502;;la;;puta;;*****, prostitute;;4982
n-spa-2503;;el;;diamante;;diamond;;4984
n-spa-2504;;la;;delicadeza;;gentleness, tenderness;;4986
n-spa-2505;;la;;expulsión;;expulsion, ejection;;4988
n-spa-2506;;el;;enigma;;enigma;;4989
n-spa-2507;;la;;hectárea;;hectare;;4991
n-spa-2508;;el;;o la inmigrante;;immigrant;;4993
n-spa-2509;;la;;prevención;;prevention, warning;;4995
n-spa-2510;;el;;cerco;;fence, circle, ring;;4996
n-spa-2511;;la;;penumbra;;semidarkness, twilight;;4997
n-spa-2512;;la;;jugada;;move, play;;4998
n-spa-2513;;la;;estampa;;print, engraving, illustration;;4999
n-spa-2514;;la;;cueva;;cave;;5000
